,Date,DaySin,DayCos,Meal,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,MealNum,Item1Num,Item2Num,Item3Num,Item4Num,Item5Num,Item6Num,Item7Num,Item8Num
102,02/09/22,-0.433883739,-0.900968868,Snacks,MASALA CORN,NIMBU PANI,-1,-1,-1,-1,-1,-1,2,19,2,-1,-1,-1,-1,-1,-1
103,02/09/22,-0.433883739,-0.900968868,Dinner,"GREEN SALAD,BEETROOT & CARROT SALAD",ALOO MATAR (V),BESAN GATTA CURRY (D),DAL BALTIC,VEG PULAO,TAWA ROTI,ACHAR,-1,3,53,61,58,11,6,1,2,-1
104,03/09/22,-0.974927912,-0.222520934,Breakfast,CORNFLAKES,CHEESE OMELLETE (E),VEG PEANUT POHA (P),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,20,15,6,0,18,0,0
105,03/09/22,-0.974927912,-0.222520934,Lunch,"GREEN SALAD,THREE BEAN SALAD",MIX VEG,MALAI KOFTA CURRY (D),DAL MAKHANI (D),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD",FRUIT CUSTARD (D),1,54,62,59,21,1,1,1,20
106,03/09/22,-0.974927912,-0.222520934,Snacks,FRUIT CAKE,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,55,25,-1,-1,-1,-1,-1,-1
107,03/09/22,-0.974927912,-0.222520934,Dinner,"GREEN SALAD, SIRKA ONION",PIND DA MURG (N&P&D),MATAR PANEER (D),DAL PANCHMEL,PLAIN RICE,TAWA ROTI,ACHAR,-1,3,20,63,17,14,2,1,2,-1
108,04/09/22,-0.781831482,0.623489802,Breakfast,CHOCOS,BOILED EGG(E),PAO (D),BHAJI,"BREAD, BUTTER (D), JAM","BANANA,MIX FRUITS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,12,60,40,0,9,0,0
109,04/09/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD,PASTA SALAD",PALAK CORN (V),SOYA CHAP CURRY (D),RAJMA MASALA (V),STEAMED RICE,TAWA ROTI,"ACHAR, PAPAD",SEWAI PAYSAM (D),1,56,11,61,15,14,1,1,21
110,04/09/22,-0.781831482,0.623489802,Snacks,PAPDI CHAT (D),KHATTA MEETHA PANI,-1,-1,-1,-1,-1,-1,2,57,64,-1,-1,-1,-1,-1,-1
111,04/09/22,-0.781831482,0.623489802,Dinner,THAI PAPAYA SALAD (P),STIR FRIED VEGETABLE IN HOT GARLIC SAUCE (V),VEG MANCHURIAN (V),GARLIC CHILLI  NOODLES,VEG FRIED RICE,-1,-1,-1,3,36,65,51,36,12,-1,-1,-1
112,05/09/11,0,1,Breakfast,CHOCOS,BOILED EGG (E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,55,6,0,18,0,0
113,05/09/11,0,1,Lunch,"GREEN SALAD, MASALA LACHHA ONION",HANDI CHICKEN (N&P&D),PANEER MAKHANI (D),YELLOW MOONG DAL TADKA (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,37,66,62,42,2,1,1,-1
114,05/09/11,0,1,Snacks,SMILEY (V),COLD COFFEE (D),-1,-1,-1,-1,-1,-1,2,58,14,-1,-1,-1,-1,-1,-1
115,05/09/11,0,1,Dinner,"GREEN SALAD, ALOO PEANUT CHAT(P)",BAKED VEGETABLES (D),SOYA MATAR (V),CHANA DAL TADKA (V),VEGETABLE PULAO,TAWA ROTI,ACHAR,CHOCOLATE ICE CREAM (D),3,39,44,63,52,13,1,2,2
116,06/09/11,0.781831482,0.623489802,Breakfast,MUESLI,FRIED EGG (E),SUJI UPMA (V&P),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,16,46,6,0,6,0,0
117,06/09/11,0.781831482,0.623489802,Lunch,"GREEN SALAD, KACHUMBER SALAD",LAUKI VADI (V),BESAN GATTA CURRY (D),DAL MAKHANI (D),JEERA RICE,TAWA ROTI,"ACHAR,PAPAD",KESARI HALWA,1,41,29,58,21,1,1,5,22
118,06/09/11,0.781831482,0.623489802,Snacks,MARBLE CAKE,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,40,25,-1,-1,-1,-1,-1,-1
119,06/09/11,0.781831482,0.623489802,Dinner,"GREEN SALAD , CORN KACHUMBER SALAD",MASALA KHICHIDI,HING DHANIYE KE CHATPATE ALOO,CURD (D),TAWA ROTI,ACHAR,-1,-1,3,59,67,64,27,15,19,-1,-1
120,07/09/11,0.974927912,-0.222520934,Breakfast,CORNFLAKES,MASALA OMELLETE (E),VEG PEANUT POHA (P),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,8,15,6,0,4,0,0
121,07/09/11,0.974927912,-0.222520934,Lunch,"GREEN SALAD,LACCHA ONION",KADHAI CHICKEN (N&P&D),PANEER LABABDAR (D),RAJASTHANI DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,42,48,50,39,2,1,1,-1
122,07/09/11,0.974927912,-0.222520934,Snacks,NAMAK PARE,NIMBU PANI,-1,-1,-1,-1,-1,-1,2,60,2,-1,-1,-1,-1,-1,-1
123,07/09/11,0.974927912,-0.222520934,Dinner,"GREEN SALAD, BEETROOT CARROT SALAD",HOMESTYLE MACRONI PASTA (V),VEG KOFTA CURRY (P&D),BLACK MASOOR DAL (V),ONION RICE,TAWA ROTI,ACHAR,PHIRNI (D),3,43,68,43,34,4,1,2,23
124,08/09/11,0.433883739,-0.900968868,Breakfast,MUESLI,EGG BHURJI (E),CHOCOLATE PANCAKE (D),"HONEY,CHOCOLATE SYRUP","BREAD, BUTTER (D), JAM","BANANA, MIX FRUITS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,65,3,0,13,0,0
125,08/09/11,0.433883739,-0.900968868,Lunch,"GREEN SALAD, THANDA JALJEERA",PENNE PASTA PINK SAUCE(D),METHI ALOO (V),SINDHI KADHI (D),PLAIN RICE,TAWA ROTI,"ACHAR ,PAPAD",-1,1,61,69,66,53,2,1,3,-1
126,08/09/11,0.433883739,-0.900968868,Snacks,CUP CAKE (D),TANG,-1,-1,-1,-1,-1,-1,2,62,10,-1,-1,-1,-1,-1,-1
127,08/09/11,0.433883739,-0.900968868,Dinner,"GREEN SALAD,RUSSIAN SALAD",FUSILLI PASTA IN RED SAUCE (D),GAJAR MATAR KI SUBZI (V),RED MALKA DAL (V),PLAIN RICE,TAWA ROTI,ACHAR,VANILLA ICE CREAM (D),3,63,70,67,29,2,1,2,24
128,09/09/11,-0.433883739,-0.900968868,Breakfast,CORNFLAKES,BOILED EGG (E),POORI,BHAJI (V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,68,17,0,6,0,0
129,09/09/11,-0.433883739,-0.900968868,Lunch,"GREEN SALAD, LACCHA ONION SALAD",HANDI VEG (V),SEV TAMATRI,RAJMA MASALA (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",GULAB JAMUN (D),1,15,71,69,15,2,1,1,25
130,09/09/11,-0.433883739,-0.900968868,Snacks,VEG SANDWICH (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,64,25,-1,-1,-1,-1,-1,-1
131,09/09/11,-0.433883739,-0.900968868,Dinner,"GREEN SALAD, MEDETERRANIAN SALAD",PALAK CORN (V),ALOO BAINGAN MASALA (V),DHABA DAL (V),JEERA RICE,TAWA ROTI,ACHAR,-1,3,65,11,70,26,1,1,2,-1
132,10/09/11,-0.974927912,-0.222520934,Breakfast,CHOCOS,EGG BHURJI(E),KULCHA,MATAR(V),"BREAD, BUTTER (D), JAM","BANANA, PINEAPPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,51,12,12,0,20,0,0
133,10/09/11,-0.974927912,-0.222520934,Lunch,"GREEN SALAD,SHARBAT",SPINACH & CORN LASAGNE (D),ALOO CAPSICUM   (V),ARHAR DAL TADKA (V),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD",SEWAI PAYASAM (D),1,5,72,71,54,1,1,1,13
134,10/09/11,-0.974927912,-0.222520934,Snacks,MASALA CORN,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,19,25,-1,-1,-1,-1,-1,-1
135,10/09/11,-0.974927912,-0.222520934,Dinner,"GREEN SALAD, SIRKA ONION",CHICKEN CURRY (N&D&P),PALAK PANEER (D),GREEN MOONG DAL (V),PLAIN RICE,TAWA ROTI,ACHAR,-1,3,20,73,1,41,2,1,2,-1
136,11/09/11,-0.781831482,0.623489802,Breakfast,CORNFLAKES,SCRAMBLED EGG (E),PAO,BHAJI (V),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,53,18,17,0,18,0,0
137,11/09/11,-0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",CHOLEY (V),KHATTA MEETHA PETHA (V),MASALA CHACH (D),PEAS PULAO,TAWA ROTI,"ACHAR, PAPAD",-1,1,15,74,13,35,11,1,1,-1
138,11/09/11,-0.781831482,0.623489802,Snacks,FRIES (V),LEMON WATER,-1,-1,-1,-1,-1,-1,2,35,39,-1,-1,-1,-1,-1,-1
139,11/09/11,-0.781831482,0.623489802,Dinner,THAI PAPAYA SALAD (P),STIR FRIED VEGETABLES IN SESAME SAUCE (V),VEG MANCHURIAN (V),GARLIC CHILLI  NOODLES,VEG FRIED RICE,-1,-1,STRAWBERRY ICE CREAM (D),3,36,75,51,36,12,-1,-1,17
140,19/09/22,0,1,Breakfast,CHOCOS,BOILED EGG (E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,55,6,0,18,0,0
141,19/09/22,0,1,Lunch,"GREEN SALAD, MASALA LACHHA ONION",CHICKEN CURRY (N&P&D),PANEER BUTTER MASALA (D),YELLOW DAL TADKA (V),STEAM RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,37,76,72,38,16,1,1,-1
142,19/09/22,0,1,Snacks,CUP CAKE (D),COLD COFFEE (D),-1,-1,-1,-1,-1,-1,2,62,14,-1,-1,-1,-1,-1,-1
143,19/09/22,0,1,Dinner,"GREEN SALAD, ALOO PEANUT CHAT(P)",VEG AUGRATIN (D),SOYAKEEMA MASALA (V),RAJASTHANI DAL (V),VEGETABLE PULAO,TAWA ROTI,ACHAR,SAHI TUKDA (D),3,39,15,40,39,13,1,2,16
144,20/09/22,0.781831482,0.623489802,Breakfast,MUESLI,EGG BHURJI (E),KULCHA,MATAR(V),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,12,12,0,3,0,0
145,20/09/22,0.781831482,0.623489802,Lunch,"GREEN SALAD, MEDITERRANEAN SALAD",GAJAR MATAR (V),BESAN GATTA CURRY  (D),CHANA DAL TADKA (V),JEERA RICE,TAWA ROTI,ACHAR,VANILLA ICE CREAM (D),1,66,32,25,52,1,1,2,24
146,20/09/22,0.781831482,0.623489802,Snacks,SAMOSA(V),TEA COFFEE (D),-1,-1,-1,-1,-1,-1,2,67,77,-1,-1,-1,-1,-1,-1
147,20/09/22,0.781831482,0.623489802,Dinner,"GREEN SALAD, KACHUMBER SALAD",ALOO MATAR TAMATAR  (V),SOYA CHAP MASALA (D),GREEN MOONG DAL (V),JEERA RICE,TAWA ROTI,ACHAR,-1,3,41,47,42,41,1,1,2,-1
148,21/09/22,0.974927912,-0.222520934,Breakfast,CORNFLAKES,FRIED EGG (E),VEG PEANUT POHA (P),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, PINEAPPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,16,15,6,0,20,0,0
149,21/09/22,0.974927912,-0.222520934,Lunch,"GREEN SALAD,LACCHA MINT ONION",KADHAI CHICKEN (N&P&D),HOME STYLE MATAR PANEER (D),YELLOW MOONG DAL TADKA (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,68,48,73,42,2,1,1,-1
150,21/09/22,0.974927912,-0.222520934,Snacks,MASALA CORN (V),BANANA SHAKE,-1,-1,-1,-1,-1,-1,2,38,78,-1,-1,-1,-1,-1,-1
151,21/09/22,0.974927912,-0.222520934,Dinner,"GREEN SALAD, BEETROOT CARROT SALAD",LAUKI URAD VADI (V),VEG KOFTA CURRY (P&D),BLACK MASOOR DAL (V),ONION RICE,TAWA ROTI,ACHAR,ATTA LADOO (D),3,43,79,43,34,4,1,2,15
152,22/09/22,0.433883739,-0.900968868,Breakfast,MUESLI,BOILED EGG (E),"IDLI, SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, MIX FRUITS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,27,26,0,0,13,0,0
153,22/09/22,0.433883739,-0.900968868,Lunch,"GREEN SALAD,SHARBAT",PENNE SICILIANA (D),MIX VEG (D),RAJMA MASALA,JEERA RICE,TAWA ROTI,"ACHAR, PAPAD",SEWAI PAYASAM (D),1,5,38,49,55,1,1,1,13
154,22/09/22,0.433883739,-0.900968868,Snacks,BROWNIE (V),TANG,-1,-1,-1,-1,-1,-1,2,69,10,-1,-1,-1,-1,-1,-1
155,22/09/22,0.433883739,-0.900968868,Dinner,"GREEN SALAD,RUSIAN SALAD",VEG KORMA (D),KARELA DO PYAZA (V),DAL MAKHANI (D),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,3,45,80,45,21,2,1,1,-1
156,23/09/22,-0.433883739,-0.900968868,Breakfast,CORNFLAKES,EGG BHURJI(E),SUJI UPMA (V&P),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,51,46,6,0,6,0,0
157,23/09/22,-0.433883739,-0.900968868,Lunch,"GREEN SALAD, THANDA JALJERRA",ALOO BEANS (V),DAL BUKHARA,MALAI KOFTA CURRY (D),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",GULAB JAMUN (D),1,21,81,74,44,2,1,1,25
158,23/09/22,-0.433883739,-0.900968868,Snacks,FRENCH FRIES (V),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,70,25,-1,-1,-1,-1,-1,-1
159,23/09/22,-0.433883739,-0.900968868,Dinner,"GREEN SALAD, CHANA CHAT SALAD",PALAK CORN (V),BHINDI DO PYAZA (V),RED MALKA DAL (V),JEERA RICE,TAWA ROTI,ACHAR,-1,3,33,11,75,29,1,1,2,-1
160,24/09/22,-0.974927912,-0.222520934,Breakfast,CHOCOS,BOILED EGG (E),HASH BROWN POTATO(D),BAKED BEANS(V),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,33,32,0,18,0,0
161,24/09/22,-0.974927912,-0.222520934,Lunch,"GREEN SALAD, THREE BEAN SALAD",FUISSILI PASTA IN PINK SAUCE (D),CAPSICUM ALOO (V),KADI PAKODA (D),PLAIN RICE,TAWA ROTI,"ACHAR ,PAPAD",TRUFFLE PUDDING (D),1,71,34,22,49,2,1,3,26
162,24/09/22,-0.974927912,-0.222520934,Snacks,VEG CLUB SANDWICH (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,34,25,-1,-1,-1,-1,-1,-1
163,24/09/22,-0.974927912,-0.222520934,Dinner,"GREEN SALAD, SIRKA ONION",DHABA MURG (N&D&P),PANEER LABABDAR (D),DHABA DAL (V),PLAIN RICE,TAWA ROTI,ACHAR,-1,3,20,52,50,26,2,1,2,-1
164,25/09/22,-0.781831482,0.623489802,Breakfast,CORNFLAKES,SCRAMBLED EGG (E),MOONG DAL CHILLA (D),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA, PINEAPPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,53,54,9,0,20,0,0
165,25/09/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",PINDI CHOLEY (V),KHATTA MEETHA PETHA (V),CHHACH (D),PEAS PULAO,TAWA ROTI,"ACHAR, PAPAD",-1,1,15,36,13,56,11,1,1,-1
166,25/09/22,-0.781831482,0.623489802,Snacks,CAKE SLICE (D),LEMON WATER,-1,-1,-1,-1,-1,-1,2,72,39,-1,-1,-1,-1,-1,-1
167,25/09/22,-0.781831482,0.623489802,Dinner,THAI PAPAYA SALAD (P),SOYA CHILLI (V),VEG MANCHURIAN (V),GARLIC CHILLI  NOODLES,VEG FRIED RICE,-1,-1,STRAWBERRY ICE CREAM (D),3,36,54,51,36,12,-1,-1,17
168,26/09/22,0,1,Breakfast,CHOCOS,BOILED EGG (E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,55,6,0,18,0,0
169,26/09/22,0,1,Lunch,"GREEN SALAD, MASALA LACHHA ONION",BUTTER CHICKEN (N&P&D),PANEER DHANIYA BUTTER MASALA (D),YELLOW MOONG DAL TADKA (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,37,43,76,42,2,1,1,-1
170,26/09/22,0,1,Snacks,KOTHMERI KEBAB (V),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,73,25,-1,-1,-1,-1,-1,-1
171,26/09/22,0,1,Dinner,"GREEN SALAD, ALOO PEANUT CHAT(P)",TOORAI MASALA (V),SUBZ KHOLAPURI (V),RAJASTHANI DAL (V),VEGETABLE PULAO,TAWA ROTI,ACHAR,FRUIT CUSTARD (D),3,39,82,77,39,13,1,2,20
172,27/09/22,0.781831482,0.623489802,Breakfast,MUESLI,FRIED EGG (E),VEG PEANUT POHA (P),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,16,15,9,0,3,0,0
173,27/09/22,0.781831482,0.623489802,Lunch,"GREEN SALAD, SIRKA ONION",-1,PARWAL ALOO (V),MIX RAITA (D),SOYA BIRYANI,TAWA ROTI,"ACHAR, PAPAD",-1,1,20,-1,78,5,3,1,1,-1
174,27/09/22,0.781831482,0.623489802,Snacks,MARBLE CAKE (V),BANANA SHAKE (D),-1,-1,-1,-1,-1,-1,2,74,31,-1,-1,-1,-1,-1,-1
175,27/09/22,0.781831482,0.623489802,Dinner,"GREEN SALAD,AMERICAN CORN SALAD",VEG JALFREZI (V),DUM ALOO KASHMIRI (D),CHANA URAD DAL (V),ONION RICE,TAWA ROTI,ACHAR,BALUSAHI (D),3,75,83,79,57,4,1,2,27
176,28/09/22,0.974927912,-0.222520934,Breakfast,CORNFLAKES,MASALA OMELLETE (E),SUJI UPMA (V&P),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,8,46,6,0,18,0,0
177,28/09/22,0.974927912,-0.222520934,Lunch,"GREEN SALAD,MASALA LACCHA ONION",CHICKEN DAHI WALA (N&P&D),PALAK PANEER (D),ARHAR DAL TADKA (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,1,1,1,54,2,1,1,-1
178,28/09/22,0.974927912,-0.222520934,Snacks,CHEESE TOAST (D),COLD COFFEE (D),-1,-1,-1,-1,-1,-1,2,76,14,-1,-1,-1,-1,-1,-1
179,28/09/22,0.974927912,-0.222520934,Dinner,"GREEN SALAD, SPROUT SALAD",HOME STYLE MACRONI  (V),LAUKI URAD VADI MASALA (V),DAL BUKHARA,JEERA RICE,TAWA ROTI,ACHAR,CHOCOLATE ICE CREAM (D),3,77,84,80,58,1,1,2,2
180,29/09/22,0.433883739,-0.900968868,Breakfast,MUESLI,EGG BHURJI (E),PLAIN PARATHE (V),ALOO BHAJI (V),"BREAD, BUTTER (D), JAM","BANANA, MIX FRUITS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,81,59,0,13,0,0
181,29/09/22,0.433883739,-0.900968868,Lunch,"GREEN SALAD, THREE BEAN SALAD",FUISSILI PASTA IN PINK SAUCE (D),MATAR ALOO (V),SINDHI KADHI (D),JEERA RICE,TAWA ROTI,"ACHAR ,PAPAD",BESAN LADOO (D),1,71,34,82,53,1,1,3,28
182,29/09/22,0.433883739,-0.900968868,Snacks,CUP CAKE (D),TANG,-1,-1,-1,-1,-1,-1,2,62,10,-1,-1,-1,-1,-1,-1
183,29/09/22,0.433883739,-0.900968868,Dinner,"GREEN SALAD,TOSSED SALAD",MAC & CHEESE (D),BHINDI MASALA (V),RED MALKA DAL V),PLAIN RICE,TAWA ROTI,ACHAR,-1,3,78,3,10,60,2,1,2,-1
184,30/09/22,-0.433883739,-0.900968868,Breakfast,CORNFLAKES,BOILED EGG (E),"KANCHIPURAM IDLI, SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,83,0,0,6,0,0
185,30/09/22,-0.433883739,-0.900968868,Lunch,"GREEN SALAD,  MEDITERRANEAN SALAD",PALAK CHOLE (V),KARELA MASALA  (V),CHANA DAL TADKA (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,79,85,84,52,2,1,1,-1
186,30/09/22,-0.433883739,-0.900968868,Snacks,VEG PUFF (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,48,25,-1,-1,-1,-1,-1,-1
187,30/09/22,-0.433883739,-0.900968868,Dinner,"GREEN SALAD, CHANA CHAT SALAD",VEGETABLE CORN LASAGNE (D),ALOO GOBHI MATAR (V),DAL MAKHANI (D),JEERA RICE,TAWA ROTI,ACHAR,KALA JAMUN (D),3,33,86,85,21,1,1,2,5
188,01/10/22,-0.974927912,-0.222520934,Breakfast,CHOCOS,EGG BHURJI(E),KULCHA,MATAR (V),"BREAD, BUTTER (D), JAM","BANANA, PINEAPPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,51,12,50,0,20,0,0
189,01/10/22,-0.974927912,-0.222520934,Lunch,"GREEN SALAD,GERMAN MUSTARD POTATO SALAD(D)",ACHARI BAIGAN (V),RAJMA MASALA (V),CURD (D),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD",PHIRNI (D),1,80,87,86,27,1,1,1,23
190,01/10/22,-0.974927912,-0.222520934,Snacks,VEG SANDWICH (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,64,25,-1,-1,-1,-1,-1,-1
191,01/10/22,-0.974927912,-0.222520934,Dinner,"GREEN SALAD, SIRKA ONION",PIND DA MURG (N&P&D),PANNER KALI MIRCH (D),DHABA DAL (V),PLAIN RICE,TAWA ROTI,ACHAR,-1,3,20,63,87,26,2,1,2,-1
192,02/10/22,-0.781831482,0.623489802,Breakfast,CORNFLAKES,SCRAMBLED EGG (E),CHOCOLATE PANCAKE (D),"HONEY,CHOCOLATE SYRUP","BREAD, BUTTER (D), JAM","BANANA,MIX FRUIT","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,53,65,3,0,21,0,0
193,02/10/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",PINDI CHOLEY (V),HARE KADDU KI SABZI (V),CURD (D),ONION RICE,POORI,"ACHAR, PAPAD",STRAWBERRY ICE CREAM (D),1,15,36,88,27,4,7,1,17
194,02/10/22,-0.781831482,0.623489802,Snacks,SMILEY (V),LEMON WATER,-1,-1,-1,-1,-1,-1,2,58,39,-1,-1,-1,-1,-1,-1
195,02/10/22,-0.781831482,0.623489802,Dinner,KOREAN KIMCHI SALAD,STIR FRIED VEGETABLE IN HOT GARLIC SAUCE (V),VEG MANCHURIAN (V),GARLIC CHILLI  NOODLES,SCHEWAN  FRIED RICE,-1,-1,-1,3,81,65,51,36,17,-1,-1,-1
196,03/10/22,0,1,Breakfast,CORNFLAKES,BOILED EGG (E),"UTTAPAM , SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,0,0,0,4,0,0
197,03/10/22,0,1,Lunch,"GREEN SALAD,MASALA LACCHA ONION",CHICKEN KOLHAPURI (N&P&D),KADHAI PANEER (D),RED MALKA DAL,PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,1,88,7,61,2,1,1,-1
198,03/10/22,0,1,Snacks,BROWNIE (D),COLD COFFEE (D),-1,-1,-1,-1,-1,-1,2,82,14,-1,-1,-1,-1,-1,-1
199,03/10/22,0,1,Dinner,"GREEN SALAD , GERMAN MUSTARD POTATO SALAD (D)",MAC & CHEESE (D),LAUKI URAD VADI MASALA (V),ARHAR DAL TADKA,PLAIN RICE,TAWA ROTI,ACHAR,GULAB GULKAND KI KHEER (D),3,83,3,80,46,2,1,2,29
200,04/10/22,0.781831482,0.623489802,Breakfast,MUESLI,EGG BHURJI (E),BESAN CHILLA (D),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,9,9,0,3,0,0
201,04/10/22,0.781831482,0.623489802,Lunch,"GREEN SALAD, MEXICAN SALAD",FUSILLI PASTA IN PINK SAUCE (D),ALOO TAMATAR (NO ONION NO GARLIC),KALE CHANE (NO ONION NO GARLIC),JEERA RICE,POORI,"ACHAR ,PAPAD",SOOJI HALWA,1,50,58,89,62,1,7,3,19
202,04/10/22,0.781831482,0.623489802,Snacks,SMILEY,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,84,25,-1,-1,-1,-1,-1,-1
203,04/10/22,0.781831482,0.623489802,Dinner,"GREEN SALAD, HAWAIIAN SALAD (D)",VEG KOFTA CURRY (P&D),ALOO BAIGAN (V),DAL PANCHMEL,JEERA RICE,TAWA ROTI,ACHAR,-1,3,85,89,90,14,1,1,2,-1
